"","PD38026MD"
"","Indicadores bursátiles - Índice General Bursátil BVL (índice)"
24Nov20,19480.87
25Nov20,19642.32
26Nov20,19610.39
27Nov20,19601.09
30Nov20,19796.51
01Dic20,20146.31
02Dic20,20313.85
03Dic20,20474.49
04Dic20,20590.58
07Dic20,20762.62
08Dic20,n.d.
09Dic20,20646.35
10Dic20,20781.79
11Dic20,20474
14Dic20,20485.32
15Dic20,20583.14
16Dic20,20679.22
17Dic20,20811.72
18Dic20,20729.79
21Dic20,20562.09
22Dic20,20493.59
23Dic20,20797.4
24Dic20,20835.73
25Dic20,n.d.
28Dic20,20842.4
29Dic20,20862.78
30Dic20,20967.19
31Dic20,20822.15
01Ene21,n.d.
04Ene21,21023.58
05Ene21,21009.13
06Ene21,21330.35
07Ene21,21693.55
08Ene21,21625.37
11Ene21,21654.59
12Ene21,21618.55
13Ene21,21517.9
14Ene21,21633.82
15Ene21,21465.24
18Ene21,21460.78
19Ene21,21561.72
20Ene21,21541.29
21Ene21,21403.87
22Ene21,21383.82
25Ene21,21394.61
26Ene21,21471.26
27Ene21,21067.66
28Ene21,21289.72
29Ene21,21110.22
01Feb21,21610.03
02Feb21,21451.89
03Feb21,21632.78
04Feb21,21552.2
05Feb21,21783.37
08Feb21,21941.3
09Feb21,22310.78
10Feb21,22492.23
11Feb21,22151.94
12Feb21,22413.98
15Feb21,22232.27
16Feb21,22597
17Feb21,22681.68
18Feb21,22469.8
19Feb21,22794.18
22Feb21,23180.01
23Feb21,23179.52
24Feb21,23199.68
25Feb21,22875.05
26Feb21,22530.22
01Mar21,22810.03
02Mar21,22871.62
03Mar21,22872.47
04Mar21,22536.28
05Mar21,22550.39
08Mar21,22565.44
09Mar21,22566.58
10Mar21,22702.52
11Mar21,22739.37
12Mar21,22767.39
15Mar21,22673.85
16Mar21,22339.99
17Mar21,22443.86
18Mar21,22312.08
19Mar21,22214.81
22Mar21,21967.52
23Mar21,21529.02
24Mar21,21497.13
25Mar21,21254.37
26Mar21,21410.27
29Mar21,21404.96
30Mar21,21478.65
31Mar21,21372.03
01Abr21,n.d.
02Abr21,n.d.
05Abr21,21429.88
06Abr21,21510.32
07Abr21,21334.96
08Abr21,21799.92
09Abr21,21715.75
12Abr21,21315.22
13Abr21,21436.43
14Abr21,21279.35
15Abr21,21285.3
16Abr21,21194.13
19Abr21,20483.68
20Abr21,19533.66
21Abr21,19639.55
22Abr21,19052.72
23Abr21,19042.89
26Abr21,19310.91
27Abr21,19185.2
28Abr21,19021.89
29Abr21,19319.67
30Abr21,19562.77
03May21,19601.13
04May21,19484.2
05May21,19608.83
06May21,19521.03
07May21,20178.11
10May21,20957.68
11May21,20870.22
12May21,21720.41
13May21,21515.26
14May21,21880.5
17May21,21832.78
18May21,21684.49
19May21,21204.73
20May21,21236.33
21May21,20571.66
24May21,20349.49
25May21,20237.84
26May21,20183.17
27May21,19943.18
28May21,21015.96
31May21,21041.71
01Jun21,20973.85
02Jun21,21118.65
03Jun21,21382.67
04Jun21,22218.67
07Jun21,20497.95
08Jun21,20385.72
09Jun21,19667.39
10Jun21,19987.17
11Jun21,19809.75
14Jun21,19608.94
15Jun21,19202.39
16Jun21,18964.58
17Jun21,18695.58
18Jun21,18576.17
21Jun21,18627.74
22Jun21,18724.92
23Jun21,18779.57
24Jun21,18858.68
25Jun21,18969.96
28Jun21,n.d.
29Jun21,n.d.
30Jun21,18850.91
01Jul21,18675.54
02Jul21,18788.33
05Jul21,18961.8
06Jul21,18790.07
07Jul21,18803.16
08Jul21,18637.8
09Jul21,18822.75
12Jul21,18701.91
13Jul21,18685.27
14Jul21,18548.57
15Jul21,18604.34
16Jul21,18307.36
19Jul21,18170.76
20Jul21,18426.37
21Jul21,18743
22Jul21,18759.91
23Jul21,18544.02
26Jul21,18749.48
27Jul21,18775.12
28Jul21,n.d.
29Jul21,n.d.
30Jul21,17671.77
02Ago21,17845.6
03Ago21,17624.68
04Ago21,17447.67
05Ago21,17331.24
06Ago21,17331.33
09Ago21,17205.88
10Ago21,17062.77
11Ago21,17003.45
12Ago21,16829.31
13Ago21,16771.26
16Ago21,16736.08
17Ago21,16367.96
18Ago21,15916.2
19Ago21,15529.47
20Ago21,15532.06
23Ago21,16211.15
24Ago21,17033.99
25Ago21,16991.55
26Ago21,16893.7
27Ago21,17444.24
30Ago21,n.d.
31Ago21,17653.54
01Set21,17572.35
02Set21,17508.38
03Set21,17678.74
06Set21,17712.5
07Set21,17598.36
08Set21,17410.17
09Set21,17550.8
10Set21,17715.49
13Set21,18063.66
14Set21,17895.88
15Set21,18008.78
16Set21,17885.14
17Set21,17979.65
20Set21,17747.01
21Set21,17869.14
22Set21,18099.12
23Set21,18208.28
24Set21,18308.87
27Set21,18653.27
28Set21,18515.34
29Set21,18458.64
30Set21,18279.15
01Oct21,18348.74
04Oct21,18192.05
05Oct21,18342.68
06Oct21,18356.07
07Oct21,19375.73
08Oct21,n.d.
11Oct21,19585.61
12Oct21,19731.84
13Oct21,19694.91
14Oct21,19745.25
15Oct21,20489.48
18Oct21,20559.39
19Oct21,20679.94
20Oct21,20807.55
21Oct21,20859.24
22Oct21,20960.31
25Oct21,21243.06
26Oct21,21005.81
27Oct21,20885.85
28Oct21,20959.49
29Oct21,20737.77
01Nov21,n.d.
02Nov21,20715.61
03Nov21,20528.76
04Nov21,20254.71
05Nov21,20420.1
08Nov21,20530.94
09Nov21,20488.76
10Nov21,20403.54
11Nov21,20665.69
12Nov21,20795.19
15Nov21,20687.91
16Nov21,20486.04
17Nov21,20092.85
18Nov21,20174.33
19Nov21,20125.28
22Nov21,19831.97
23Nov21,19987.2
24Nov21,20209.25
25Nov21,20251.73
26Nov21,19864.23
29Nov21,20249.28
30Nov21,20416.43
01Dic21,19884.09
02Dic21,20163.64
03Dic21,20000.39
06Dic21,20353.53
07Dic21,20520.76
08Dic21,n.d.
09Dic21,20548.98
10Dic21,20272.47
13Dic21,20294.55
14Dic21,20117.4
15Dic21,19890.55
16Dic21,20310.89
17Dic21,20342.64
20Dic21,20160.6
21Dic21,20642.65
22Dic21,20531.39
23Dic21,20765.04
24Dic21,20753.12
27Dic21,21023.14
28Dic21,20889.13
29Dic21,20857.3
30Dic21,21157.31
31Dic21,21111.73
03Ene22,21163.87
04Ene22,21560.09
05Ene22,21830.77
06Ene22,22172.87
07Ene22,22355.39
10Ene22,22352.65
11Ene22,22786.6
12Ene22,23528.92
13Ene22,23653.52
14Ene22,23486.6
17Ene22,23418.02
18Ene22,23316.33
19Ene22,23475.13
20Ene22,23327
21Ene22,22944.88
24Ene22,22783.12
25Ene22,22807.64
26Ene22,22547.75
27Ene22,22548.83
28Ene22,22649.82
31Ene22,22943.81
01Feb22,22694.51
02Feb22,22481.11
03Feb22,22209.59
04Feb22,22280.09
07Feb22,22454.99
08Feb22,23473.83
09Feb22,23779.6
10Feb22,23547.57
11Feb22,23723.92
14Feb22,23702.63
15Feb22,24228.56
16Feb22,24057.97
17Feb22,23871.17
18Feb22,23717.45
21Feb22,23748.29
22Feb22,23392.41
23Feb22,23390.74
24Feb22,23104.55
25Feb22,23781.61
28Feb22,23749.03
01Mar22,24148.33
02Mar22,24247.04
03Mar22,24452.39
04Mar22,24824.71
07Mar22,24282.84
08Mar22,24575.39
09Mar22,24754.65
10Mar22,24790.57
11Mar22,24774.89
14Mar22,24428.72
15Mar22,24301.03
16Mar22,24581.75
17Mar22,24932.67
18Mar22,25079.62
21Mar22,25380.82
22Mar22,25433.68
23Mar22,25642.58
24Mar22,25363.65
25Mar22,25567.83
28Mar22,25344.74
29Mar22,25259.02
30Mar22,25196.49
31Mar22,24915.5
01Abr22,24940.8
04Abr22,24942.79
05Abr22,24958.23
06Abr22,24606.86
07Abr22,24647.51
08Abr22,24260.24
11Abr22,24281.92
12Abr22,23957.05
13Abr22,23711.85
14Abr22,n.d.
15Abr22,n.d.
18Abr22,23552.38
19Abr22,23360.8
20Abr22,23750.72
21Abr22,23647.13
22Abr22,23337.62
25Abr22,22319.36
26Abr22,22171.42
27Abr22,22463.04
28Abr22,22607.92
29Abr22,22818.9
02May22,22386.28
03May22,22593.85
04May22,22469.02
05May22,21070.93
06May22,20898.15
09May22,20038.09
10May22,19831.27
11May22,19736.14
12May22,19211.48
13May22,19841.21
16May22,20047.3
17May22,20266.79
18May22,19833.91
19May22,20229.24
20May22,20300.29
23May22,20493.94
24May22,20416.92
25May22,20384.63
26May22,20569.08
27May22,20859.88
30May22,20983.59
31May22,20719.04
01Jun22,20703.97
02Jun22,21079.07
03Jun22,20876.94
06Jun22,20553.71
07Jun22,20620.52
08Jun22,20627.7
09Jun22,20371.64
10Jun22,20228.03
13Jun22,19837.75
14Jun22,19563.03
15Jun22,19784.71
16Jun22,19391.21
17Jun22,19382.92
20Jun22,19450.42
21Jun22,19532.13
22Jun22,19038.61
23Jun22,18500.5
24Jun22,18855.08
27Jun22,18815.01
28Jun22,18674.67
29Jun22,n.d.
30Jun22,18388.82
01Jul22,18458.98
04Jul22,18452.25
05Jul22,18292.04
06Jul22,18060.26
07Jul22,18656.09
08Jul22,18652.88
11Jul22,18504.12
12Jul22,18462.98
13Jul22,18282.9
14Jul22,17752.6
15Jul22,17833.52
18Jul22,18221.86
19Jul22,18467.71
20Jul22,18644.97
21Jul22,19040.82
22Jul22,19245.18
25Jul22,19142.22
26Jul22,19316.21
27Jul22,19293.66
28Jul22,n.d.
29Jul22,n.d.
01Ago22,19054.73
02Ago22,19366.25
03Ago22,19261.28
04Ago22,19314.42
05Ago22,19421.2
08Ago22,19901.26
09Ago22,19895.96
10Ago22,20338.85
11Ago22,20372.32
12Ago22,20311.43
15Ago22,20087.04
16Ago22,20221.08
17Ago22,19915.33
18Ago22,19854.48
19Ago22,19668.62
22Ago22,19407.94
23Ago22,19594.33
24Ago22,19573.07
25Ago22,19571.69
26Ago22,19441.92
29Ago22,19163.57
30Ago22,n.d.
31Ago22,18853.05
01Set22,18445.53
02Set22,18758.27
05Set22,18903.16
06Set22,18848.22
07Set22,19003.91
08Set22,19176.64
09Set22,19546.26
12Set22,19558.32
13Set22,19312.35
14Set22,19266.75
15Set22,19359.57
16Set22,19363.78
19Set22,19479.83
20Set22,19583.07
21Set22,19659.51
22Set22,19474.31
23Set22,18920.73
26Set22,18685.83
27Set22,18791.21
28Set22,19318.66
29Set22,19370.95
30Set22,19448.06
03Oct22,19866.28
04Oct22,20267.5
05Oct22,20268.01
06Oct22,20378.81
07Oct22,20110.63
10Oct22,19930.8
11Oct22,19829.88
12Oct22,19866.95
13Oct22,19966.11
14Oct22,19739.58
17Oct22,20077.49
18Oct22,20203.26
19Oct22,20115.57
20Oct22,20163.96
21Oct22,20480.39
24Oct22,20223.2
25Oct22,20735.49
26Oct22,21002.13
27Oct22,21047.63
28Oct22,20967.74
31Oct22,21095.21
01Nov22,n.d.
02Nov22,20866.42
03Nov22,21003.28
04Nov22,21893.14
07Nov22,22029.11
08Nov22,21960.91
09Nov22,21812.59
10Nov22,22062.23
11Nov22,22298.47
14Nov22,22381.68
15Nov22,22303.02
16Nov22,22140.25
17Nov22,21860.62
18Nov22,21896.96
21Nov22,21888.05
22Nov22,22302.48
23Nov22,22487.1
24Nov22,22512.97
25Nov22,22487.41
28Nov22,22013.03
29Nov22,22168.5
30Nov22,22455.13
01Dic22,22470.78
02Dic22,22419.4
05Dic22,22138.81
06Dic22,22050.76
07Dic22,22158.72
08Dic22,n.d.
09Dic22,n.d.
12Dic22,21641.83
13Dic22,21516.44
14Dic22,21394.1
15Dic22,21112.53
16Dic22,20989.45
19Dic22,20991.75
20Dic22,21206.63
21Dic22,21149.66
22Dic22,20986.59
23Dic22,21151.38
26Dic22,21168.78
27Dic22,21347.23
28Dic22,21302.55
29Dic22,21333.82
30Dic22,21330.33
02Ene23,n.d.
03Ene23,21484.9
04Ene23,21768.94
05Ene23,21891.62
06Ene23,22262.45
09Ene23,22545.33
10Ene23,22746.89
11Ene23,22567.84
12Ene23,23012.94
13Ene23,23236.32
16Ene23,23127.41
17Ene23,22790.51
18Ene23,22892.14
19Ene23,22973.34
20Ene23,23006.6
23Ene23,23027.65
24Ene23,23141.56
25Ene23,23096.37
26Ene23,22901.64
27Ene23,22648.38
30Ene23,22406.82
31Ene23,22416.72
01Feb23,22587.24
02Feb23,22400.11
03Feb23,22245.89
06Feb23,22254.65
07Feb23,22318.93
08Feb23,22400.07
09Feb23,22298.71
10Feb23,21695.64
13Feb23,22010.27
14Feb23,21929.3
15Feb23,21882.48
16Feb23,21969.55
17Feb23,21947.45
20Feb23,21925.12
21Feb23,21864.75
22Feb23,21704.7
23Feb23,21539.57
24Feb23,21601.7
27Feb23,21565.72
28Feb23,21576.43
01Mar23,22005.25
02Mar23,22022.05
03Mar23,22242.35
06Mar23,22129.03
07Mar23,21957.16
08Mar23,22072.05
09Mar23,21760.62
10Mar23,21604.47
13Mar23,21592.02
14Mar23,21769.69
15Mar23,21430.39
16Mar23,21376.31
17Mar23,21445.16
20Mar23,21434.58
21Mar23,21653.54
22Mar23,21649.72
23Mar23,21391.08
24Mar23,21401.03
27Mar23,21614.28
28Mar23,21782.46
29Mar23,21910.46
30Mar23,21909.53
31Mar23,21898.03
03Abr23,21998.26
04Abr23,21991.73
05Abr23,21915.78
06Abr23,n.d.
07Abr23,n.d.
10Abr23,22111.82
11Abr23,22274.24
12Abr23,22283.32
13Abr23,22456.33
14Abr23,22477.45
17Abr23,22394.93
18Abr23,22511.27
19Abr23,22501.12
20Abr23,22473.41
21Abr23,22282.13
24Abr23,22345.61
25Abr23,22138.78
26Abr23,21940.47
27Abr23,21974.66
28Abr23,21822.57
01May23,n.d.
02May23,21741.49
03May23,21748.46
04May23,21619.07
05May23,22155.37
08May23,22328.83
09May23,22289.63
10May23,21903.67
11May23,21715.12
12May23,21535.66
15May23,21625.72
16May23,21725.85
17May23,21744.45
18May23,21587.79
19May23,21633.44
22May23,21651.84
23May23,21595.53
24May23,21405.58
25May23,21242.29
26May23,21240.5
29May23,21300.13
30May23,21161.78
31May23,21178.83
01Jun23,21494.85
02Jun23,21845.24
05Jun23,21937.36
06Jun23,22050.69
07Jun23,22102.59
08Jun23,22237.14
09Jun23,22001.17
12Jun23,22012.71
13Jun23,22287.69
14Jun23,22379.73
15Jun23,22445.04
16Jun23,22584.26
19Jun23,22567.66
20Jun23,22534.86
21Jun23,22521.03
22Jun23,22423.14
23Jun23,22233.01
26Jun23,22303.25
27Jun23,22195.65
28Jun23,22140.73
29Jun23,n.d.
30Jun23,22329.75
03Jul23,22432.2
04Jul23,22410.18
05Jul23,22388.3
06Jul23,22276.12
07Jul23,22518.83
10Jul23,22767.67
11Jul23,22557.54
12Jul23,22650.81
13Jul23,22893.43
14Jul23,22757.9
17Jul23,22963.81
18Jul23,23058.87
19Jul23,23077.62
20Jul23,22984.9
21Jul23,23028.3
24Jul23,23100.77
25Jul23,23311.96
26Jul23,23381.66
27Jul23,23155.86
28Jul23,n.d.
31Jul23,23509.38
01Ago23,23679.9
02Ago23,23350.71
03Ago23,23598.46
04Ago23,23651.61
07Ago23,23806.19
